,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4
124,0,0,0,0,0,1,1,2,4,2441,76104,7,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,1,1,2,4,2437,69183,4,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,1,1,2,4,2435,62763,4,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,1,1,2,4,2432,57151,3,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,1,1,2,4,2428,51894,3,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,1,1,2,4,2427,47132,2,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,1,1,2,4,2424,42741,2,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,1,1,2,4,2419,38745,1,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,1,1,2,4,2416,35185,1,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,1,1,2,4,2416,31905,1,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,1,1,2,4,2411,28901,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,1,1,2,4,2410,26269,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,1,1,2,4,2406,23771,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,1,1,2,4,2403,21554,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,1,1,2,4,2403,19537,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,1,1,2,4,2400,17822,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,1,1,2,4,2399,16152,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,1,1,2,4,2397,14648,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,1,1,2,4,2395,13366,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,1,1,2,4,2394,12067,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,1,1,2,4,2392,11012,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,1,1,2,4,2386,9963,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,1,1,2,4,2384,9003,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,1,1,2,4,2376,8179,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,1,1,2,4,2376,7406,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,1,1,2,4,2372,6700,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,1,1,2,4,2370,6111,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,1,1,2,4,2365,5532,0,0,0,0,0,0,0,0,0,0,0,0,0
