,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1.0,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.08,1.09,1.1,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.2,1.21,1.22,1.23,1.24,1.25,1.26,1.27,1.28,1.29,1.3,1.31,1.32,1.33,1.34,1.35,1.36,1.37,1.38,1.39,1.4,1.41,1.42,1.43,1.44,1.45,1.46,1.47,1.48,1.49,1.5,1.51,1.52,1.53,1.54,1.55,1.56,1.57,1.58,1.59,1.6,1.61,1.62,1.63,1.64,1.65,1.66,1.67,1.68,1.69,1.7,1.71,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,1.81,1.82,1.83,1.84,1.85,1.86,1.87,1.88,1.89,1.9,1.91,1.92,1.93,1.94,1.95,1.96,1.97,1.98,1.99,2.0,2.01,2.02,2.03,2.04,2.05,2.06,2.07,2.08,2.09,2.1,2.11,2.12,2.13,2.14,2.15,2.16,2.17,2.18,2.19,2.2,2.21,2.22,2.23,2.24,2.25,2.26,2.27,2.28,2.29,2.3,2.31,2.32,2.33,2.34,2.35,2.36,2.37,2.38,2.39,2.4,2.41,2.42,2.43,2.44,2.45,2.46,2.47,2.48,2.49,2.5,2.51,2.52,2.53,2.54,2.55,2.56,2.57,2.58,2.59,2.6,2.61,2.62,2.63,2.64,2.65,2.66,2.67,2.68,2.69,2.7,2.71,2.72,2.73,2.74,2.75,2.76,2.77,2.78,2.79,2.8,2.81,2.82,2.83,2.84,2.85,2.86,2.87,2.88,2.89,2.9,2.91,2.92,2.93,2.94,2.95,2.96,2.97,2.98,2.99,3.0,3.01,3.02,3.03,3.04,3.05,3.06,3.07,3.08,3.09,3.1,3.11,3.12,3.13,3.14,3.15,3.16,3.17,3.18,3.19,3.2,3.21,3.22,3.23,3.24,3.25,3.26,3.27,3.28,3.29,3.3,3.31,3.32,3.33,3.34,3.35,3.36,3.37,3.38,3.39,3.4,3.41,3.42,3.43,3.44,3.45,3.46,3.47,3.48,3.49,3.5,3.51,3.52,3.53,3.54,3.55,3.56,3.57,3.58,3.59,3.6,3.61,3.62,3.63,3.64,3.65,3.66,3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78,3.79,3.8,3.81,3.82,3.83,3.84,3.85,3.86,3.87,3.88,3.89,3.9,3.91,3.92,3.93,3.94,3.95,3.96,3.97,3.98,3.99,4.0
0,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
1,26,52,78,104,130,156,182,208,234,260,286,312,338,364,390,416,442,468,494,520,546,572,598,624,650,676,702,728,754,780,806,832,858,884,910,936,962,988,1014,1040,1066,1092,1118,1144,1170,1196,1222,1248,1274,1300,1326,1352,1378,1404,1430,1456,1482,1508,1534,1560,1586,1612,1638,1664,1690,1716,1742,1768,1794,1820,1846,1872,1898,1924,1950,1976,2002,2028,2054,2080,2106,2132,2158,2184,2210,2236,2262,2288,2314,2340,2366,2392,2418,2444,2470,2496,2522,2548,2574,2600,2626,2652,2678,2704,2730,2756,2782,2808,2834,2860,2886,2912,2938,2964,2990,3016,3042,3068,3094,3120,3146,3172,3198,3224,3250,3276,3302,3328,3353,3380,3406,3432,3458,3484,3510,3536,3562,3588,3614,3640,3666,3692,3718,3744,3770,3796,3822,3847,3874,3899,3926,3951,3978,4004,4030,4056,4082,4108,4134,4160,4186,4212,4238,4264,4290,4316,4342,4368,4394,4419,4446,4472,4498,4524,4550,4576,4602,4628,4654,4680,4706,4732,4757,4784,4810,4836,4862,4888,4914,4940,4966,4991,5018,5044,5070,5096,5122,5148,5174,5200,5225,5252,5278,5304,5330,5356,5382,5408,5434,5460,5486,5512,5538,5564,5590,5616,5642,5668,5694,5720,5746,5772,5798,5824,5850,5875,5902,5928,5954,5980,6006,6032,6058,6084,6110,6136,6161,6188,6214,6240,6266,6292,6318,6344,6370,6396,6422,6448,6474,6500,6526,6552,6578,6604,6629,6656,6682,6708,6734,6760,6785,6812,6838,6864,6890,6916,6942,6968,6994,7020,7045,7072,7098,7124,7150,7176,7201,7228,7254,7280,7306,7332,7358,7384,7410,7436,7462,7487,7514,7540,7566,7592,7618,7644,7670,7696,7722,7748,7773,7800,7826,7852,7878,7903,7930,7956,7981,8007,8034,8060,8085,8112,8138,8164,8190,8216,8241,8268,8294,8320,8346,8372,8398,8424,8449,8476,8502,8528,8554,8579,8606,8632,8658,8684,8710,8736,8762,8788,8814,8839,8866,8892,8917,8944,8970,8996,9021,9048,9073,9100,9125,9152,9178,9204,9230,9256,9282,9308,9334,9360,9385,9412,9438,9464,9489,9514,9542,9568,9594,9620,9646,9672,9698,9724,9750,9776,9802,9828,9854,9879,9906,9932,9958,9984,10009,10036,10062,10087,10113,10139,10166,10191,10218,10244,10270,10295,10322,10347,10374,10399
2,0,1,2,4,6,9,13,17,21,26,31,37,44,51,59,67,75,84,94,104,115,126,138,150,162,176,190,204,219,234,250,266,283,301,319,337,356,375,395,416,437,459,481,503,526,550,574,599,624,650,676,703,730,758,787,815,845,875,905,936,967,999,1032,1065,1098,1133,1167,1202,1238,1274,1311,1348,1386,1424,1462,1502,1542,1582,1623,1664,1706,1748,1791,1835,1878,1923,1968,2013,2059,2105,2153,2201,2249,2297,2346,2396,2446,2497,2548,2600,2652,2705,2758,2812,2866,2921,2977,3033,3089,3146,3203,3260,3320,3379,3439,3499,3559,3620,3682,3744,3807,3870,3934,3998,4062,4128,4194,4260,4325,4393,4462,4530,4599,4669,4738,4808,4880,4949,5023,5096,5169,5243,5317,5391,5464,5542,5618,5694,5772,5848,5928,6006,6085,6166,6246,6327,6409,6491,6572,6656,6738,6823,6908,6993,7078,7165,7251,7338,7426,7512,7602,7692,7782,7872,7962,8054,8145,8238,8329,8424,8518,8612,8704,8802,8898,8995,9092,9189,9287,9384,9484,9583,9685,9785,9886,9987,10089,10193,10294,10400,10502,10609,10714,10820,10926,11033,11140,11249,11357,11466,11574,11684,11794,11907,12018,12131,12243,12356,12468,12583,12698,12813,12930,13046,13162,13277,13398,13514,13635,13752,13874,13994,14114,14237,14356,14480,14602,14726,14851,14976,15098,15227,15351,15478,15606,15733,15862,15990,16119,16250,16379,16509,16642,16773,16903,17037,17172,17306,17440,17574,17707,17846,17984,18120,18258,18395,18534,18673,18811,18953,19091,19236,19378,19520,19661,19805,19945,20092,20237,20384,20530,20676,20823,20971,21116,21265,21414,21563,21714,21866,22015,22167,22321,22471,22625,22777,22934,23088,23241,23399,23553,23712,23867,24025,24182,24343,24498,24662,24823,24984,25141,25308,25471,25634,25796,25961,26123,26291,26456,26623,26788,26956,27124,27287,27455,27629,27802,27970,28141,28310,28485,28656,28828,29002,29175,29352,29528,29700,29875,30046,30231,30409,30585,30765,30945,31125,31300,31484,31657,31848,32026,32211,32395,32580,32764,32946,33134,33321,33505,33693,33876,34069,34256,34446,34634,34815,35016,35207,35400,35593,35783,35977,36171,36364,36558,36752,36952,37143,37344,37537,37738,37935,38132,38336,38535,38733,38935,39135,39337,39537,39746,39942,40157,40356,40559,40765,40975,41178,41390,41592
3,0,0,0,0,0,1,1,1,2,3,3,4,6,7,9,11,13,15,18,21,24,28,32,36,40,46,51,57,64,70,78,85,93,102,112,121,132,142,154,166,179,193,207,221,237,253,270,287,306,325,345,366,387,409,433,456,482,508,534,562,590,619,650,682,714,748,782,816,854,892,931,971,1012,1054,1096,1142,1187,1234,1282,1331,1382,1433,1487,1541,1596,1654,1712,1771,1833,1894,1959,2025,2092,2159,2229,2300,2373,2447,2523,2600,2679,2758,2841,2924,3009,3096,3185,3276,3367,3461,3555,3651,3752,3852,3955,4059,4163,4272,4382,4493,4606,4721,4839,4958,5078,5201,5325,5453,5578,5711,5845,5980,6117,6256,6396,6538,6686,6830,6980,7134,7288,7445,7602,7763,7923,8091,8257,8426,8600,8772,8950,9129,9310,9496,9680,9869,10062,10256,10447,10650,10848,11053,11257,11468,11679,11893,12109,12327,12549,12769,12997,13230,13462,13696,13933,14173,14416,14664,14908,15163,15417,15673,15926,16196,16458,16730,17002,17273,17552,17829,18114,18397,18692,18980,19277,19575,19874,20181,20480,20798,21109,21430,21748,22073,22396,22728,23057,23393,23734,24077,24419,24769,25121,25478,25836,26200,26565,26934,27304,27679,28059,28439,28830,29218,29613,29999,30409,30805,31221,31624,32046,32464,32885,33310,33734,34169,34604,35043,35486,35938,36377,36841,37297,37759,38232,38697,39174,39647,40129,40623,41110,41598,42100,42597,43100,43609,44125,44638,45164,45680,46200,46752,47286,47825,48375,48924,49477,50035,50591,51166,51725,52313,52891,53470,54062,54652,55236,55850,56451,57062,57678,58298,58921,59546,60166,60813,61442,62093,62739,63400,64055,64715,65388,66046,66735,67405,68105,68784,69481,70183,70881,71598,72304,73023,73744,74471,75192,75942,76686,77433,78178,78948,79707,80469,81239,82021,82795,83580,84377,85176,85971,86778,87593,88393,89205,90041,90892,91722,92557,93397,94252,95118,95971,96838,97707,98597,99479,100358,101247,102119,103053,103969,104872,105801,106735,107665,108573,109523,110447,111437,112384,113341,114330,115287,116279,117260,118249,119253,120245,121247,122251,123289,124310,125336,126367,127382,128461,129516,130576,131645,132707,133796,134867,135957,137044,138132,139263,140353,141479,142593,143728,144856,145992,147154,148302,149454,150622,151781,152962,154137,155360,156512,157751,158932,160154,161367,162604,163815,165094,166293
4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,4,5,6,7,9,10,12,14,16,19,21,24,27,31,35,39,44,49,54,60,66,73,81,89,97,107,116,127,138,150,162,176,190,205,221,238,255,275,295,315,337,360,384,410,436,464,494,524,555,589,624,661,699,739,780,822,868,914,963,1013,1065,1119,1175,1234,1294,1357,1422,1489,1558,1631,1705,1783,1863,1946,2029,2118,2208,2302,2398,2498,2600,2706,2813,2926,3041,3159,3282,3408,3538,3670,3807,3946,4088,4240,4391,4548,4708,4871,5038,5215,5392,5573,5759,5952,6148,6347,6553,6763,6980,7195,7424,7657,7893,8135,8383,8634,8891,9160,9424,9702,9988,10276,10570,10871,11178,11487,11813,12137,12469,12813,13157,13513,13874,14244,14624,15002,15393,15794,16204,16610,17040,17464,17905,18347,18808,19267,19742,20221,20705,21207,21704,22223,22753,23285,23828,24383,24939,25510,26102,26680,27288,27901,28523,29141,29799,30439,31110,31789,32469,33170,33867,34594,35321,36071,36821,37582,38363,39141,39955,40746,41588,42425,43276,44144,45024,45907,46807,47718,48648,49597,50553,51513,52498,53498,54507,55532,56577,57628,58700,59785,60880,62001,63119,64274,65427,66611,67780,69000,70220,71475,72701,73997,75289,76594,77923,79247,80618,81981,83384,84785,86220,87639,89126,90603,92096,93651,95172,96735,98286,99887,101523,103148,104793,106467,108149,109861,111592,113350,115108,116931,118721,120536,122446,124313,126200,128141,130093,132051,134038,136024,138074,140111,142224,144324,146451,148598,150762,152933,155197,157410,159700,161990,164315,166663,168999,171395,173822,176239,178725,181218,183748,186291,188849,191476,194070,196763,199402,202165,204871,207603,210411,213214,216084,218931,221835,224777,227735,230682,233749,236790,239869,242953,246129,249297,252481,255709,258988,262278,265583,268953,272340,275731,279205,282696,286140,289693,293283,296941,300614,304222,307922,311721,315507,319271,323105,327001,330974,334931,338896,342921,346886,351058,355217,359384,363595,367847,372115,376354,380742,385092,389635,394050,398521,403129,407699,412326,416969,421712,426462,431216,435995,440792,445800,450639,455669,460669,465616,470844,476034,481212,486449,491697,497070,502404,507798,513209,518663,524322,529811,535393,541111,546841,552569,558380,564270,570140,576040,582049,588021,594121,600197,606518,612624,619008,625124,631632,637985,644497,650854,657612,664024
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,4,4,6,6,7,9,10,12,14,16,18,21,23,26,30,34,38,43,48,53,60,66,74,81,90,99,109,119,131,143,157,171,186,202,220,238,258,279,302,326,351,377,406,437,469,503,539,577,616,660,704,751,800,852,906,964,1024,1087,1153,1223,1295,1371,1452,1534,1623,1714,1809,1907,2012,2120,2231,2350,2473,2600,2733,2869,3014,3163,3317,3479,3647,3820,3998,4188,4379,4579,4791,5006,5228,5461,5699,5945,6206,6469,6743,7026,7319,7624,7934,8256,8588,8933,9282,9651,10031,10418,10818,11229,11653,12091,12545,13003,13485,13981,14488,15007,15545,16094,16653,17245,17840,18453,19088,19732,20398,21086,21792,22517,23250,24011,24789,25596,26404,27262,28115,28995,29903,30839,31784,32767,33761,34775,35835,36890,37993,39123,40279,41453,42663,43882,45134,46453,47741,49106,50489,51902,53312,54811,56296,57848,59423,61028,62663,64323,66057,67793,69588,71411,73260,75167,77078,79077,81058,83138,85243,87388,89573,91816,94073,96377,98729,101139,103616,106116,108637,111253,113894,116585,119356,122139,124987,127895,130849,133873,136945,140049,143250,146490,149781,153080,156543,160009,163580,167111,170823,174559,178342,182220,186082,190128,194152,198302,202497,206784,211042,215520,219971,224530,229258,233920,238735,243518,248504,253588,258659,263847,269105,274440,279841,285390,290994,296688,302553,308367,314272,320452,326594,332782,339170,345664,352159,358761,365440,372341,379196,386367,393505,400757,408100,415571,423071,430871,438564,446504,454563,462639,470977,479201,487711,496350,505007,513932,522827,532040,541173,550477,560084,569612,579472,589201,599356,609369,619554,630052,640536,651263,662010,673021,684170,695476,706759,718415,730077,741935,753868,766166,778493,790924,803531,816482,829475,842453,855896,869315,882862,896717,910704,924538,939024,953448,968281,983262,997931,1013230,1028750,1044414,1059981,1075949,1092093,1108583,1125157,1141876,1158773,1175475,1193137,1210745,1228574,1246423,1264693,1282971,1301276,1320227,1339081,1358634,1377987,1397524,1417515,1437627,1458035,1478239,1499529,1520547,1541539,1562833,1584385,1606806,1628733,1651318,1673751,1696591,1720027,1743785,1767453,1791265,1815313,1840099,1864627,1889784,1914888,1940175,1966602,1992038,2018472,2045303,2072398,2099300,2126931,2154689,2182575,2210696,2239513,2268248,2297448,2326758,2357136,2386830,2417521,2447620,2479227,2510551,2542384,2573459,2606530,2638142
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,4,5,6,7,8,9,10,12,14,16,19,22,24,28,32,36,40,46,51,58,64,72,80,89,99,110,121,134,148,163,179,196,215,235,256,280,306,333,362,393,427,462,502,542,585,632,682,734,790,850,913,980,1052,1127,1206,1292,1380,1476,1577,1682,1793,1911,2035,2163,2303,2448,2600,2760,2926,3104,3289,3483,3688,3902,4126,4358,4606,4861,5128,5414,5707,6011,6335,6668,7014,7385,7761,8159,8571,9002,9453,9915,10403,10905,11433,11974,12545,13139,13751,14387,15045,15730,16441,17186,17943,18742,19570,20420,21307,22224,23173,24145,25176,26221,27307,28435,29592,30794,32044,33329,34672,36030,37445,38913,40428,41966,43605,45249,46956,48724,50560,52428,54376,56367,58397,60546,62680,64942,67263,69655,72103,74631,77208,79847,82646,85408,88353,91339,94420,97516,100804,104101,107554,111040,114675,118359,122149,126096,130077,134218,138453,142731,147223,151754,156466,161176,166145,171200,176385,181699,187140,192676,198387,204201,210171,216363,222622,229021,235589,242324,249234,256330,263535,270933,278519,286213,294206,302276,310557,319046,327677,336548,345509,354870,364343,374041,383793,394019,404337,414923,425696,436563,447935,459328,471184,483075,495409,507671,520582,533503,546791,560591,574263,588436,602647,617399,632559,647748,663284,679246,695372,711788,728780,745911,763531,781457,799607,818028,837215,856471,876008,895963,916565,937235,958479,979847,1001998,1024158,1047347,1070617,1094135,1118155,1142662,1167480,1193309,1218867,1245089,1272192,1299239,1327364,1355088,1383982,1413249,1442811,1473155,1503745,1535664,1567036,1599339,1632654,1666049,1700518,1734677,1770596,1805894,1842059,1879396,1916946,1955110,1993857,2033698,2073647,2114579,2155865,2198158,2240915,2284154,2328285,2373656,2419162,2465434,2512527,2560781,2609528,2658154,2708800,2759394,2810797,2863757,2917169,2970019,3025349,3080835,3137944,3195593,3252780,3311976,3372648,3433712,3494847,3557438,3621345,3686123,3751909,3818170,3885310,3952601,4022777,4093300,4165359,4237532,4311136,4385340,4459788,4537116,4613963,4693810,4773134,4853635,4936398,5019477,5103961,5188413,5276396,5364677,5452728,5541751,5632765,5727453,5819902,5915609,6010874,6107961,6207543,6309039,6411042,6512561,6616462,6723535,6829091,6937509,7047201,7157988,7270737,7383278,7499163,7616213,7735876,7854931,7976041,8099008,8223548,8347813,8476491,8604516,8734465,8865951,9002020,9135105,9273502,9409624,9551618,9693879,9837856,9980820,10129547,10274873
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,4,4,5,6,7,8,10,11,13,15,18,20,23,27,31,35,40,45,51,57,65,73,82,92,103,115,127,142,157,174,193,214,236,261,287,316,346,382,417,456,499,546,595,648,706,767,833,905,980,1061,1150,1242,1343,1451,1564,1685,1815,1954,2098,2256,2424,2600,2788,2985,3197,3421,3657,3909,4175,4456,4750,5067,5395,5743,6117,6504,6911,7348,7801,8276,8787,9312,9870,10457,11070,11719,12392,13107,13845,14632,15445,16305,17210,18146,19133,20153,21232,22358,23542,24759,26043,27389,28780,30254,31770,33361,34996,36741,38531,40409,42354,44368,46490,48693,50981,53378,55820,58398,61064,63841,66695,69724,72807,76032,79374,82878,86463,90203,94085,98056,102271,106494,110971,115617,120431,125385,130517,135792,141227,146999,152742,158908,165196,171679,178319,185306,192389,199849,207419,215351,223466,231817,240573,249450,258712,268245,277982,288180,298529,309345,320263,331777,343643,355709,368281,381084,394323,407941,421975,436307,451305,466531,482234,498370,515024,532141,549819,567918,586569,605697,625253,645574,666281,687541,709407,731940,754968,778432,803034,828051,853687,879754,907043,934734,963179,992421,1021937,1052974,1084183,1116741,1149715,1183799,1217948,1254038,1290299,1327808,1366614,1405566,1445900,1486674,1528922,1572665,1616505,1661819,1708126,1755317,1803654,1853777,1904644,1956622,2010070,2064266,2119497,2177321,2235567,2294662,2355650,2418239,2481311,2546993,2613054,2681500,2749902,2822244,2895071,2968894,3044134,3121644,3200087,3282043,3363251,3447503,3534194,3621456,3711969,3801926,3895743,3990714,4087902,4186660,4287277,4391787,4495604,4602909,4713438,4824712,4939400,5054936,5174690,5293756,5416141,5542635,5669891,5799666,5932839,6068658,6205704,6346616,6489650,6635747,6782945,6933594,7087682,7245713,7404329,7567607,7733756,7902513,8075220,8246688,8427643,8607022,8789343,8977712,9169811,9359617,9558450,9758916,9964412,10173063,10380885,10596069,10815223,11037314,11260936,11491236,11724500,11961830,12203764,12448199,12695796,12944357,13204448,13465923,13731610,14000756,14275575,14549775,14830379,15118646,15406351,15705615,16004305,16307753,16618253,16929588,17250727,17567381,17900600,18235823,18569094,18908106,19252723,19611413,19964055,20328908,20691271,21060533,21439907,21826442,22218739,22607851,23003883,23412719,23815529,24233651,24651511,25077402,25509303,25942267,26386343,26835229,27292319,27750792,28217365,28688911,29164877,29643898,30139505,30629472,31127161,31633154,32151820,32667183,33195750,33716962,34258301,34804600,35356732,35905116,36469350,37028472
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,3,4,4,5,6,7,9,10,12,14,16,19,22,25,29,33,38,44,50,57,65,74,83,94,105,118,133,150,168,188,210,234,260,290,320,356,394,437,482,531,586,644,708,778,853,934,1024,1118,1222,1335,1455,1584,1724,1876,2035,2211,2400,2600,2816,3045,3293,3556,3840,4144,4467,4811,5177,5574,5988,6431,6912,7414,7948,8524,9125,9762,10454,11172,11942,12756,13615,14531,15485,16514,17579,18726,19917,21191,22541,23946,25439,27002,28654,30402,32237,34157,36191,38336,40562,42948,45423,48020,50722,53616,56616,59786,63075,66525,70161,73978,77966,82156,86473,91054,95796,100796,105961,111480,117135,123085,129265,135817,142556,149604,156958,164564,172659,180836,189546,198637,208112,217892,228123,238682,249628,261292,272963,285632,298586,311946,325771,340352,355290,371022,387132,403981,421495,439532,458471,477840,498160,519125,540724,563289,586497,610788,635491,661622,688558,716241,745102,774744,805507,837180,870197,903948,939349,975709,1013197,1051850,1092001,1133437,1176305,1220559,1266340,1313262,1361698,1412050,1463854,1517139,1572098,1629049,1687153,1747319,1810043,1874143,1940261,2007866,2078255,2150884,2225154,2301840,2380010,2461788,2544856,2631774,2719610,2811446,2904088,3001356,3099830,3202163,3307856,3415070,3526321,3638974,3755694,3877000,3999886,4126495,4256667,4389645,4525828,4668168,4812588,4960560,5113807,5269799,5428522,5595318,5762872,5935469,6112469,6295680,6480245,6671993,6867207,7068293,7271175,7485012,7701687,7921073,8145346,8377617,8613648,8858902,9103151,9358785,9619297,9884215,10159177,10432743,10719168,11009025,11306805,11607253,11917771,12238589,12558504,12889857,13229401,13575276,13928746,14287951,14658579,15031397,15411801,15804783,16201489,16605617,17022256,17446215,17877004,18315993,18765691,19221627,19687958,20158536,20640702,21138225,21636224,22149534,22671101,23202467,23740693,24283914,24849910,25413090,25985630,26576751,27177502,27770059,28393755,29024672,29665547,30312729,30962402,31634238,32315371,33003682,33697032,34416604,35130338,35865102,36611304,37360136,38124627,38884760,39678110,40474732,41281582,42098740,42925247,43757773,44601338,45462468,46326796,47210182,48098355,49001177,49910277,50824565,51764966,52684666,53648247,54617481,55576360,56547029,57524079,58544069,59541162,60556396,61575382,62590171,63636219,64699856,65761249,66825688,67883981,68976603,70046412,71149758,72241341,73348572,74460810,75567419,76700507,77831328,78968027,80098951,81244170,82393923,83538398,84685526,85856115,87005472,88168350,89324772,90496581,91666253,92830997,93975647,95152585,96328528,97495506,98649786,99809713,100958120
